date,HD stock,isPartial
2014-09-01,29,False
2014-09-02,43,False
2014-09-03,100,False
2014-09-04,88,False
2014-09-05,46,False
2014-09-06,29,False
2014-09-07,35,False
2014-09-08,34,False
2014-09-09,56,False
2014-09-10,57,False
2014-09-11,53,False
2014-09-12,45,False
2014-09-13,40,False
2014-09-14,34,False
2014-09-15,29,False
2014-09-16,67,False
2014-09-17,48,False
2014-09-18,62,False
2014-09-19,35,False
2014-09-20,23,False
2014-09-21,11,False
2014-09-22,56,False
2014-09-23,48,False
2014-09-24,48,False
2014-09-25,58,False
2014-09-26,30,False
2014-09-27,46,False
2014-09-28,34,False
2014-09-29,38,False
2014-09-30,33,False
