date,MSFT stock,isPartial
2014-04-01,69,False
2014-04-02,51,False
2014-04-03,57,False
2014-04-04,86,False
2014-04-05,38,False
2014-04-06,15,False
2014-04-07,50,False
2014-04-08,82,False
2014-04-09,70,False
2014-04-10,48,False
2014-04-11,41,False
2014-04-12,42,False
2014-04-13,23,False
2014-04-14,67,False
2014-04-15,51,False
2014-04-16,46,False
2014-04-17,61,False
2014-04-18,33,False
2014-04-19,8,False
2014-04-20,12,False
2014-04-21,31,False
2014-04-22,54,False
2014-04-23,61,False
2014-04-24,100,False
2014-04-25,61,False
2014-04-26,34,False
2014-04-27,7,False
2014-04-28,82,False
2014-04-29,75,False
2014-04-30,68,False
