date,HAS stock,isPartial
2013-10-01,96,False
2013-10-02,67,False
2013-10-03,70,False
2013-10-04,56,False
2013-10-05,60,False
2013-10-06,73,False
2013-10-07,78,False
2013-10-08,52,False
2013-10-09,84,False
2013-10-10,73,False
2013-10-11,60,False
2013-10-12,52,False
2013-10-13,67,False
2013-10-14,78,False
2013-10-15,71,False
2013-10-16,70,False
2013-10-17,100,False
2013-10-18,94,False
2013-10-19,61,False
2013-10-20,68,False
2013-10-21,71,False
2013-10-22,48,False
2013-10-23,73,False
2013-10-24,66,False
2013-10-25,63,False
2013-10-26,56,False
2013-10-27,58,False
2013-10-28,97,False
2013-10-29,72,False
2013-10-30,56,False
2013-10-31,91,False
