date,ADBE stock,isPartial
2017-04-01,32,False
2017-04-02,32,False
2017-04-03,45,False
2017-04-04,68,False
2017-04-05,100,False
2017-04-06,37,False
2017-04-07,66,False
2017-04-08,32,False
2017-04-09,32,False
2017-04-10,55,False
2017-04-11,84,False
2017-04-12,28,False
2017-04-13,98,False
2017-04-14,31,False
2017-04-15,0,False
2017-04-16,49,False
2017-04-17,67,False
2017-04-18,54,False
2017-04-19,54,False
2017-04-20,83,False
2017-04-21,58,False
2017-04-22,0,False
2017-04-23,62,False
2017-04-24,55,False
2017-04-25,73,False
2017-04-26,67,False
2017-04-27,46,False
2017-04-28,100,False
2017-04-29,32,False
2017-04-30,32,False
