date,SYMC stock,isPartial
2016-04-01,44,False
2016-04-02,32,False
2016-04-03,64,False
2016-04-04,28,False
2016-04-05,42,False
2016-04-06,57,False
2016-04-07,38,False
2016-04-08,59,False
2016-04-09,49,False
2016-04-10,48,False
2016-04-11,66,False
2016-04-12,42,False
2016-04-13,0,False
2016-04-14,38,False
2016-04-15,40,False
2016-04-16,33,False
2016-04-17,32,False
2016-04-18,47,False
2016-04-19,47,False
2016-04-20,100,False
2016-04-21,39,False
2016-04-22,45,False
2016-04-23,33,False
2016-04-24,32,False
2016-04-25,28,False
2016-04-26,28,False
2016-04-27,71,False
2016-04-28,67,False
2016-04-29,50,False
2016-04-30,33,False
