date,AMD stock,isPartial
2017-09-01,46,False
2017-09-02,14,False
2017-09-03,9,False
2017-09-04,15,False
2017-09-05,37,False
2017-09-06,36,False
2017-09-07,31,False
2017-09-08,34,False
2017-09-09,10,False
2017-09-10,7,False
2017-09-11,31,False
2017-09-12,36,False
2017-09-13,34,False
2017-09-14,36,False
2017-09-15,41,False
2017-09-16,13,False
2017-09-17,10,False
2017-09-18,44,False
2017-09-19,44,False
2017-09-20,65,False
2017-09-21,100,False
2017-09-22,56,False
2017-09-23,18,False
2017-09-24,8,False
2017-09-25,46,False
2017-09-26,48,False
2017-09-27,40,False
2017-09-28,41,False
2017-09-29,36,False
2017-09-30,11,False
