date,MDLZ stock,isPartial
2017-03-01,32,False
2017-03-02,65,False
2017-03-03,86,False
2017-03-04,0,False
2017-03-05,0,False
2017-03-06,32,False
2017-03-07,63,False
2017-03-08,33,False
2017-03-09,100,False
2017-03-10,52,False
2017-03-11,38,False
2017-03-12,0,False
2017-03-13,0,False
2017-03-14,67,False
2017-03-15,34,False
2017-03-16,51,False
2017-03-17,35,False
2017-03-18,0,False
2017-03-19,0,False
2017-03-20,67,False
2017-03-21,33,False
2017-03-22,0,False
2017-03-23,51,False
2017-03-24,35,False
2017-03-25,39,False
2017-03-26,0,False
2017-03-27,34,False
2017-03-28,34,False
2017-03-29,67,False
2017-03-30,69,False
2017-03-31,70,False
