date,EBAY stock,isPartial
2013-11-01,83,False
2013-11-02,36,False
2013-11-03,43,False
2013-11-04,46,False
2013-11-05,65,False
2013-11-06,66,False
2013-11-07,79,False
2013-11-08,80,False
2013-11-09,48,False
2013-11-10,49,False
2013-11-11,56,False
2013-11-12,58,False
2013-11-13,58,False
2013-11-14,66,False
2013-11-15,71,False
2013-11-16,55,False
2013-11-17,44,False
2013-11-18,51,False
2013-11-19,76,False
2013-11-20,85,False
2013-11-21,70,False
2013-11-22,63,False
2013-11-23,52,False
2013-11-24,61,False
2013-11-25,62,False
2013-11-26,100,False
2013-11-27,79,False
2013-11-28,58,False
2013-11-29,71,False
2013-11-30,72,False
