date,GOOG stock,isPartial
2018-06-01,82,False
2018-06-02,44,False
2018-06-03,27,False
2018-06-04,65,False
2018-06-05,67,False
2018-06-06,95,False
2018-06-07,86,False
2018-06-08,82,False
2018-06-09,30,False
2018-06-10,14,False
2018-06-11,65,False
2018-06-12,60,False
2018-06-13,68,False
2018-06-14,71,False
2018-06-15,73,False
2018-06-16,16,False
2018-06-17,5,False
2018-06-18,75,False
2018-06-19,79,False
2018-06-20,75,False
2018-06-21,94,False
2018-06-22,62,False
2018-06-23,13,False
2018-06-24,16,False
2018-06-25,100,False
2018-06-26,61,False
2018-06-27,93,False
2018-06-28,51,False
2018-06-29,72,False
2018-06-30,3,False
