date,GS stock,isPartial
2017-10-01,0,False
2017-10-02,26,False
2017-10-03,26,False
2017-10-04,31,False
2017-10-05,42,False
2017-10-06,19,False
2017-10-07,9,False
2017-10-08,6,False
2017-10-09,16,False
2017-10-10,15,False
2017-10-11,26,False
2017-10-12,29,False
2017-10-13,22,False
2017-10-14,6,False
2017-10-15,9,False
2017-10-16,16,False
2017-10-17,100,False
2017-10-18,41,False
2017-10-19,50,False
2017-10-20,24,False
2017-10-21,6,False
2017-10-22,6,False
2017-10-23,18,False
2017-10-24,31,False
2017-10-25,28,False
2017-10-26,18,False
2017-10-27,27,False
2017-10-28,21,False
2017-10-29,9,False
2017-10-30,26,False
2017-10-31,21,False
