date,MCD stock,isPartial
2019-01-01,10,False
2019-01-02,19,False
2019-01-03,37,False
2019-01-04,34,False
2019-01-05,15,False
2019-01-06,13,False
2019-01-07,36,False
2019-01-08,22,False
2019-01-09,25,False
2019-01-10,28,False
2019-01-11,26,False
2019-01-12,7,False
2019-01-13,9,False
2019-01-14,20,False
2019-01-15,26,False
2019-01-16,27,False
2019-01-17,29,False
2019-01-18,38,False
2019-01-19,13,False
2019-01-20,11,False
2019-01-21,10,False
2019-01-22,27,False
2019-01-23,24,False
2019-01-24,26,False
2019-01-25,34,False
2019-01-26,10,False
2019-01-27,12,False
2019-01-28,37,False
2019-01-29,37,False
2019-01-30,100,False
2019-01-31,34,False
