date,MSFT stock,isPartial
2014-10-01,35,False
2014-10-02,36,False
2014-10-03,43,False
2014-10-04,14,False
2014-10-05,16,False
2014-10-06,31,False
2014-10-07,33,False
2014-10-08,33,False
2014-10-09,36,False
2014-10-10,60,False
2014-10-11,13,False
2014-10-12,21,False
2014-10-13,40,False
2014-10-14,33,False
2014-10-15,62,False
2014-10-16,49,False
2014-10-17,30,False
2014-10-18,8,False
2014-10-19,16,False
2014-10-20,37,False
2014-10-21,46,False
2014-10-22,24,False
2014-10-23,62,False
2014-10-24,100,False
2014-10-25,32,False
2014-10-26,13,False
2014-10-27,45,False
2014-10-28,35,False
2014-10-29,46,False
2014-10-30,49,False
2014-10-31,49,False
