date,KO stock,isPartial
2014-12-01,33,False
2014-12-02,37,False
2014-12-03,71,False
2014-12-04,43,False
2014-12-05,60,False
2014-12-06,28,False
2014-12-07,11,False
2014-12-08,54,False
2014-12-09,52,False
2014-12-10,53,False
2014-12-11,63,False
2014-12-12,51,False
2014-12-13,35,False
2014-12-14,40,False
2014-12-15,48,False
2014-12-16,68,False
2014-12-17,30,False
2014-12-18,40,False
2014-12-19,100,False
2014-12-20,36,False
2014-12-21,18,False
2014-12-22,61,False
2014-12-23,74,False
2014-12-24,89,False
2014-12-25,26,False
2014-12-26,34,False
2014-12-27,52,False
2014-12-28,12,False
2014-12-29,72,False
2014-12-30,57,False
2014-12-31,64,False
