date,AAPL stock,isPartial
2016-01-01,10,False
2016-01-02,7,False
2016-01-03,5,False
2016-01-04,50,False
2016-01-05,58,False
2016-01-06,51,False
2016-01-07,83,False
2016-01-08,81,False
2016-01-09,17,False
2016-01-10,5,False
2016-01-11,51,False
2016-01-12,43,False
2016-01-13,58,False
2016-01-14,51,False
2016-01-15,56,False
2016-01-16,14,False
2016-01-17,9,False
2016-01-18,17,False
2016-01-19,50,False
2016-01-20,65,False
2016-01-21,50,False
2016-01-22,58,False
2016-01-23,15,False
2016-01-24,5,False
2016-01-25,42,False
2016-01-26,88,False
2016-01-27,100,False
2016-01-28,82,False
2016-01-29,62,False
2016-01-30,15,False
2016-01-31,8,False
