date,EXPE stock,isPartial
2012-08-01,79,False
2012-08-02,0,False
2012-08-03,0,False
2012-08-04,0,False
2012-08-05,0,False
2012-08-06,0,False
2012-08-07,0,False
2012-08-08,0,False
2012-08-09,80,False
2012-08-10,0,False
2012-08-11,0,False
2012-08-12,0,False
2012-08-13,79,False
2012-08-14,0,False
2012-08-15,81,False
2012-08-16,0,False
2012-08-17,0,False
2012-08-18,0,False
2012-08-19,100,False
2012-08-20,0,False
2012-08-21,0,False
2012-08-22,0,False
2012-08-23,0,False
2012-08-24,0,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,0,False
2012-08-28,0,False
2012-08-29,0,False
2012-08-30,77,False
2012-08-31,0,False
