date,PFE stock,isPartial
2013-07-01,12,False
2013-07-02,50,False
2013-07-03,26,False
2013-07-04,0,False
2013-07-05,69,False
2013-07-06,16,False
2013-07-07,0,False
2013-07-08,0,False
2013-07-09,26,False
2013-07-10,52,False
2013-07-11,26,False
2013-07-12,41,False
2013-07-13,0,False
2013-07-14,0,False
2013-07-15,13,False
2013-07-16,0,False
2013-07-17,13,False
2013-07-18,39,False
2013-07-19,54,False
2013-07-20,0,False
2013-07-21,0,False
2013-07-22,13,False
2013-07-23,63,False
2013-07-24,64,False
2013-07-25,13,False
2013-07-26,40,False
2013-07-27,0,False
2013-07-28,16,False
2013-07-29,75,False
2013-07-30,100,False
2013-07-31,51,False
