date,ATVI stock,isPartial
2015-09-01,54,False
2015-09-02,73,False
2015-09-03,93,False
2015-09-04,43,False
2015-09-05,0,False
2015-09-06,0,False
2015-09-07,29,False
2015-09-08,54,False
2015-09-09,54,False
2015-09-10,100,False
2015-09-11,75,False
2015-09-12,42,False
2015-09-13,0,False
2015-09-14,36,False
2015-09-15,36,False
2015-09-16,71,False
2015-09-17,81,False
2015-09-18,65,False
2015-09-19,42,False
2015-09-20,31,False
2015-09-21,53,False
2015-09-22,40,False
2015-09-23,45,False
2015-09-24,64,False
2015-09-25,100,False
2015-09-26,53,False
2015-09-27,32,False
2015-09-28,44,False
2015-09-29,66,False
2015-09-30,53,False
