date,MDLZ stock,isPartial
2016-12-01,0,False
2016-12-02,51,False
2016-12-03,28,False
2016-12-04,27,False
2016-12-05,45,False
2016-12-06,36,False
2016-12-07,98,False
2016-12-08,25,False
2016-12-09,26,False
2016-12-10,29,False
2016-12-11,28,False
2016-12-12,24,False
2016-12-13,24,False
2016-12-14,49,False
2016-12-15,100,False
2016-12-16,53,False
2016-12-17,29,False
2016-12-18,0,False
2016-12-19,0,False
2016-12-20,26,False
2016-12-21,52,False
2016-12-22,40,False
2016-12-23,69,False
2016-12-24,31,False
2016-12-25,0,False
2016-12-26,28,False
2016-12-27,52,False
2016-12-28,53,False
2016-12-29,54,False
2016-12-30,28,False
2016-12-31,91,False
