date,NVDA stock,isPartial
2015-06-01,36,False
2015-06-02,84,False
2015-06-03,48,False
2015-06-04,100,False
2015-06-05,64,False
2015-06-06,29,False
2015-06-07,29,False
2015-06-08,36,False
2015-06-09,72,False
2015-06-10,0,False
2015-06-11,25,False
2015-06-12,38,False
2015-06-13,58,False
2015-06-14,28,False
2015-06-15,35,False
2015-06-16,95,False
2015-06-17,60,False
2015-06-18,49,False
2015-06-19,89,False
2015-06-20,29,False
2015-06-21,0,False
2015-06-22,36,False
2015-06-23,48,False
2015-06-24,73,False
2015-06-25,25,False
2015-06-26,77,False
2015-06-27,0,False
2015-06-28,0,False
2015-06-29,85,False
2015-06-30,49,False
