date,PHG stock,isPartial
2019-02-01,49,False
2019-02-02,23,False
2019-02-03,0,False
2019-02-04,21,False
2019-02-05,20,False
2019-02-06,40,False
2019-02-07,0,False
2019-02-08,0,False
2019-02-09,23,False
2019-02-10,0,False
2019-02-11,0,False
2019-02-12,20,False
2019-02-13,100,False
2019-02-14,20,False
2019-02-15,21,False
2019-02-16,0,False
2019-02-17,47,False
2019-02-18,20,False
2019-02-19,30,False
2019-02-20,20,False
2019-02-21,20,False
2019-02-22,21,False
2019-02-23,46,False
2019-02-24,23,False
2019-02-25,20,False
2019-02-26,30,False
2019-02-27,19,False
2019-02-28,20,False
