date,ATVI stock,isPartial
2012-09-01,0,False
2012-09-02,0,False
2012-09-03,0,False
2012-09-04,41,False
2012-09-05,41,False
2012-09-06,0,False
2012-09-07,45,False
2012-09-08,0,False
2012-09-09,0,False
2012-09-10,0,False
2012-09-11,81,False
2012-09-12,0,False
2012-09-13,82,False
2012-09-14,0,False
2012-09-15,0,False
2012-09-16,100,False
2012-09-17,0,False
2012-09-18,40,False
2012-09-19,0,False
2012-09-20,0,False
2012-09-21,43,False
2012-09-22,50,False
2012-09-23,0,False
2012-09-24,41,False
2012-09-25,0,False
2012-09-26,81,False
2012-09-27,41,False
2012-09-28,43,False
2012-09-29,0,False
2012-09-30,0,False
