date,HD stock,isPartial
2015-06-01,48,False
2015-06-02,57,False
2015-06-03,48,False
2015-06-04,35,False
2015-06-05,46,False
2015-06-06,41,False
2015-06-07,52,False
2015-06-08,48,False
2015-06-09,47,False
2015-06-10,53,False
2015-06-11,44,False
2015-06-12,65,False
2015-06-13,29,False
2015-06-14,63,False
2015-06-15,47,False
2015-06-16,80,False
2015-06-17,48,False
2015-06-18,44,False
2015-06-19,45,False
2015-06-20,23,False
2015-06-21,23,False
2015-06-22,33,False
2015-06-23,100,False
2015-06-24,43,False
2015-06-25,64,False
2015-06-26,61,False
2015-06-27,29,False
2015-06-28,40,False
2015-06-29,68,False
2015-06-30,67,False
