date,FB stock,isPartial
2017-10-01,10,False
2017-10-02,57,False
2017-10-03,49,False
2017-10-04,51,False
2017-10-05,50,False
2017-10-06,48,False
2017-10-07,14,False
2017-10-08,10,False
2017-10-09,52,False
2017-10-10,44,False
2017-10-11,55,False
2017-10-12,54,False
2017-10-13,52,False
2017-10-14,13,False
2017-10-15,11,False
2017-10-16,56,False
2017-10-17,65,False
2017-10-18,61,False
2017-10-19,58,False
2017-10-20,52,False
2017-10-21,15,False
2017-10-22,12,False
2017-10-23,52,False
2017-10-24,60,False
2017-10-25,58,False
2017-10-26,66,False
2017-10-27,100,False
2017-10-28,28,False
2017-10-29,17,False
2017-10-30,90,False
2017-10-31,95,False
