date,MSFT stock,isPartial
2013-02-01,81,False
2013-02-02,47,False
2013-02-03,16,False
2013-02-04,60,False
2013-02-05,47,False
2013-02-06,100,False
2013-02-07,68,False
2013-02-08,66,False
2013-02-09,30,False
2013-02-10,12,False
2013-02-11,54,False
2013-02-12,83,False
2013-02-13,54,False
2013-02-14,48,False
2013-02-15,35,False
2013-02-16,18,False
2013-02-17,12,False
2013-02-18,30,False
2013-02-19,69,False
2013-02-20,46,False
2013-02-21,47,False
2013-02-22,48,False
2013-02-23,29,False
2013-02-24,27,False
2013-02-25,42,False
2013-02-26,36,False
2013-02-27,66,False
2013-02-28,50,False
