date,NVDA stock,isPartial
2017-09-01,48,False
2017-09-02,12,False
2017-09-03,6,False
2017-09-04,6,False
2017-09-05,45,False
2017-09-06,35,False
2017-09-07,40,False
2017-09-08,40,False
2017-09-09,8,False
2017-09-10,4,False
2017-09-11,39,False
2017-09-12,35,False
2017-09-13,40,False
2017-09-14,46,False
2017-09-15,68,False
2017-09-16,27,False
2017-09-17,10,False
2017-09-18,100,False
2017-09-19,69,False
2017-09-20,73,False
2017-09-21,85,False
2017-09-22,63,False
2017-09-23,16,False
2017-09-24,7,False
2017-09-25,54,False
2017-09-26,62,False
2017-09-27,54,False
2017-09-28,50,False
2017-09-29,49,False
2017-09-30,9,False
