date,CTSH stock,isPartial
2016-09-01,9,False
2016-09-02,15,False
2016-09-03,0,False
2016-09-04,7,False
2016-09-05,0,False
2016-09-06,14,False
2016-09-07,17,False
2016-09-08,13,False
2016-09-09,7,False
2016-09-10,7,False
2016-09-11,0,False
2016-09-12,8,False
2016-09-13,23,False
2016-09-14,17,False
2016-09-15,23,False
2016-09-16,15,False
2016-09-17,14,False
2016-09-18,7,False
2016-09-19,24,False
2016-09-20,12,False
2016-09-21,20,False
2016-09-22,10,False
2016-09-23,6,False
2016-09-24,7,False
2016-09-25,7,False
2016-09-26,12,False
2016-09-27,12,False
2016-09-28,15,False
2016-09-29,12,False
2016-09-30,100,False
