date,AMZN stock,isPartial
2016-01-01,11,False
2016-01-02,1,False
2016-01-03,3,False
2016-01-04,23,False
2016-01-05,41,False
2016-01-06,23,False
2016-01-07,32,False
2016-01-08,25,False
2016-01-09,1,False
2016-01-10,4,False
2016-01-11,28,False
2016-01-12,14,False
2016-01-13,32,False
2016-01-14,30,False
2016-01-15,40,False
2016-01-16,7,False
2016-01-17,8,False
2016-01-18,6,False
2016-01-19,17,False
2016-01-20,41,False
2016-01-21,35,False
2016-01-22,24,False
2016-01-23,8,False
2016-01-24,5,False
2016-01-25,20,False
2016-01-26,26,False
2016-01-27,38,False
2016-01-28,100,False
2016-01-29,99,False
2016-01-30,11,False
2016-01-31,5,False
