date,PFE stock,isPartial
2017-01-01,13,False
2017-01-02,11,False
2017-01-03,55,False
2017-01-04,58,False
2017-01-05,53,False
2017-01-06,54,False
2017-01-07,9,False
2017-01-08,12,False
2017-01-09,40,False
2017-01-10,46,False
2017-01-11,53,False
2017-01-12,79,False
2017-01-13,50,False
2017-01-14,26,False
2017-01-15,9,False
2017-01-16,15,False
2017-01-17,42,False
2017-01-18,65,False
2017-01-19,45,False
2017-01-20,39,False
2017-01-21,9,False
2017-01-22,6,False
2017-01-23,55,False
2017-01-24,37,False
2017-01-25,68,False
2017-01-26,62,False
2017-01-27,60,False
2017-01-28,12,False
2017-01-29,14,False
2017-01-30,37,False
2017-01-31,100,False
