date,KO stock,isPartial
2016-10-01,32,False
2016-10-02,10,False
2016-10-03,78,False
2016-10-04,59,False
2016-10-05,46,False
2016-10-06,51,False
2016-10-07,72,False
2016-10-08,37,False
2016-10-09,21,False
2016-10-10,32,False
2016-10-11,46,False
2016-10-12,47,False
2016-10-13,42,False
2016-10-14,62,False
2016-10-15,32,False
2016-10-16,26,False
2016-10-17,87,False
2016-10-18,50,False
2016-10-19,50,False
2016-10-20,45,False
2016-10-21,52,False
2016-10-22,0,False
2016-10-23,0,False
2016-10-24,82,False
2016-10-25,100,False
2016-10-26,95,False
2016-10-27,51,False
2016-10-28,63,False
2016-10-29,16,False
2016-10-30,21,False
2016-10-31,80,False
