date,SYMC stock,isPartial
2018-04-01,0,False
2018-04-02,53,False
2018-04-03,90,False
2018-04-04,100,False
2018-04-05,41,False
2018-04-06,85,False
2018-04-07,52,False
2018-04-08,35,False
2018-04-09,30,False
2018-04-10,79,False
2018-04-11,50,False
2018-04-12,61,False
2018-04-13,32,False
2018-04-14,35,False
2018-04-15,34,False
2018-04-16,80,False
2018-04-17,60,False
2018-04-18,81,False
2018-04-19,46,False
2018-04-20,64,False
2018-04-21,0,False
2018-04-22,35,False
2018-04-23,30,False
2018-04-24,40,False
2018-04-25,60,False
2018-04-26,51,False
2018-04-27,53,False
2018-04-28,0,False
2018-04-29,0,False
2018-04-30,77,False
