date,EBAY stock,isPartial
2012-09-01,69,False
2012-09-02,82,False
2012-09-03,75,False
2012-09-04,74,False
2012-09-05,71,False
2012-09-06,100,False
2012-09-07,59,False
2012-09-08,58,False
2012-09-09,73,False
2012-09-10,70,False
2012-09-11,100,False
2012-09-12,76,False
2012-09-13,87,False
2012-09-14,97,False
2012-09-15,69,False
2012-09-16,76,False
2012-09-17,90,False
2012-09-18,83,False
2012-09-19,67,False
2012-09-20,69,False
2012-09-21,85,False
2012-09-22,74,False
2012-09-23,70,False
2012-09-24,68,False
2012-09-25,84,False
2012-09-26,71,False
2012-09-27,94,False
2012-09-28,82,False
2012-09-29,64,False
2012-09-30,52,False
