date,GS stock,isPartial
2012-11-01,39,False
2012-11-02,35,False
2012-11-03,29,False
2012-11-04,57,False
2012-11-05,24,False
2012-11-06,71,False
2012-11-07,71,False
2012-11-08,37,False
2012-11-09,26,False
2012-11-10,29,False
2012-11-11,29,False
2012-11-12,32,False
2012-11-13,41,False
2012-11-14,60,False
2012-11-15,50,False
2012-11-16,100,False
2012-11-17,29,False
2012-11-18,29,False
2012-11-19,48,False
2012-11-20,36,False
2012-11-21,48,False
2012-11-22,26,False
2012-11-23,0,False
2012-11-24,43,False
2012-11-25,28,False
2012-11-26,23,False
2012-11-27,24,False
2012-11-28,59,False
2012-11-29,84,False
2012-11-30,38,False
