date,GOOG stock,isPartial
2013-03-01,43,False
2013-03-02,22,False
2013-03-03,19,False
2013-03-04,91,False
2013-03-05,88,False
2013-03-06,100,False
2013-03-07,76,False
2013-03-08,66,False
2013-03-09,18,False
2013-03-10,7,False
2013-03-11,34,False
2013-03-12,46,False
2013-03-13,55,False
2013-03-14,75,False
2013-03-15,55,False
2013-03-16,29,False
2013-03-17,11,False
2013-03-18,52,False
2013-03-19,37,False
2013-03-20,44,False
2013-03-21,35,False
2013-03-22,48,False
2013-03-23,18,False
2013-03-24,7,False
2013-03-25,25,False
2013-03-26,50,False
2013-03-27,51,False
2013-03-28,53,False
2013-03-29,32,False
2013-03-30,15,False
2013-03-31,16,False
