date,TSLA stock,isPartial
2018-01-01,11,False
2018-01-02,45,False
2018-01-03,74,False
2018-01-04,100,False
2018-01-05,72,False
2018-01-06,14,False
2018-01-07,6,False
2018-01-08,71,False
2018-01-09,67,False
2018-01-10,61,False
2018-01-11,64,False
2018-01-12,59,False
2018-01-13,13,False
2018-01-14,8,False
2018-01-15,16,False
2018-01-16,47,False
2018-01-17,43,False
2018-01-18,59,False
2018-01-19,49,False
2018-01-20,12,False
2018-01-21,14,False
2018-01-22,53,False
2018-01-23,66,False
2018-01-24,54,False
2018-01-25,65,False
2018-01-26,50,False
2018-01-27,11,False
2018-01-28,13,False
2018-01-29,46,False
2018-01-30,49,False
2018-01-31,60,False
