date,EA stock,isPartial
2014-02-01,42,False
2014-02-02,16,False
2014-02-03,43,False
2014-02-04,100,False
2014-02-05,43,False
2014-02-06,79,False
2014-02-07,73,False
2014-02-08,42,False
2014-02-09,17,False
2014-02-10,21,False
2014-02-11,49,False
2014-02-12,42,False
2014-02-13,64,False
2014-02-14,67,False
2014-02-15,34,False
2014-02-16,16,False
2014-02-17,43,False
2014-02-18,49,False
2014-02-19,57,False
2014-02-20,58,False
2014-02-21,97,False
2014-02-22,50,False
2014-02-23,34,False
2014-02-24,42,False
2014-02-25,98,False
2014-02-26,35,False
2014-02-27,72,False
2014-02-28,60,False
