date,KO stock,isPartial
2012-05-01,79,False
2012-05-02,14,False
2012-05-03,58,False
2012-05-04,15,False
2012-05-05,53,False
2012-05-06,0,False
2012-05-07,72,False
2012-05-08,28,False
2012-05-09,29,False
2012-05-10,87,False
2012-05-11,0,False
2012-05-12,71,False
2012-05-13,0,False
2012-05-14,14,False
2012-05-15,14,False
2012-05-16,100,False
2012-05-17,60,False
2012-05-18,46,False
2012-05-19,18,False
2012-05-20,18,False
2012-05-21,42,False
2012-05-22,43,False
2012-05-23,29,False
2012-05-24,14,False
2012-05-25,15,False
2012-05-26,0,False
2012-05-27,18,False
2012-05-28,15,False
2012-05-29,42,False
2012-05-30,70,False
2012-05-31,28,False
