date,WDC stock,isPartial
2015-04-01,31,False
2015-04-02,64,False
2015-04-03,69,False
2015-04-04,37,False
2015-04-05,0,False
2015-04-06,48,False
2015-04-07,75,False
2015-04-08,60,False
2015-04-09,61,False
2015-04-10,48,False
2015-04-11,36,False
2015-04-12,0,False
2015-04-13,40,False
2015-04-14,30,False
2015-04-15,30,False
2015-04-16,45,False
2015-04-17,42,False
2015-04-18,36,False
2015-04-19,53,False
2015-04-20,70,False
2015-04-21,76,False
2015-04-22,70,False
2015-04-23,30,False
2015-04-24,31,False
2015-04-25,36,False
2015-04-26,35,False
2015-04-27,59,False
2015-04-28,79,False
2015-04-29,100,False
2015-04-30,47,False
