date,BA stock,isPartial
2012-06-01,42,False
2012-06-02,33,False
2012-06-03,32,False
2012-06-04,26,False
2012-06-05,66,False
2012-06-06,53,False
2012-06-07,27,False
2012-06-08,42,False
2012-06-09,33,False
2012-06-10,43,False
2012-06-11,52,False
2012-06-12,91,False
2012-06-13,53,False
2012-06-14,53,False
2012-06-15,37,False
2012-06-16,33,False
2012-06-17,100,False
2012-06-18,26,False
2012-06-19,35,False
2012-06-20,40,False
2012-06-21,54,False
2012-06-22,98,False
2012-06-23,34,False
2012-06-24,33,False
2012-06-25,52,False
2012-06-26,53,False
2012-06-27,67,False
2012-06-28,54,False
2012-06-29,57,False
2012-06-30,34,False
