date,INTC stock,isPartial
2013-08-01,60,False
2013-08-02,63,False
2013-08-03,15,False
2013-08-04,29,False
2013-08-05,72,False
2013-08-06,97,False
2013-08-07,72,False
2013-08-08,25,False
2013-08-09,100,False
2013-08-10,15,False
2013-08-11,0,False
2013-08-12,36,False
2013-08-13,35,False
2013-08-14,60,False
2013-08-15,25,False
2013-08-16,50,False
2013-08-17,14,False
2013-08-18,0,False
2013-08-19,58,False
2013-08-20,59,False
2013-08-21,70,False
2013-08-22,72,False
2013-08-23,24,False
2013-08-24,14,False
2013-08-25,42,False
2013-08-26,23,False
2013-08-27,90,False
2013-08-28,23,False
2013-08-29,70,False
2013-08-30,61,False
2013-08-31,0,False
