date,MDLZ stock,isPartial
2016-09-01,24,False
2016-09-02,100,False
2016-09-03,0,False
2016-09-04,0,False
2016-09-05,25,False
2016-09-06,24,False
2016-09-07,49,False
2016-09-08,0,False
2016-09-09,51,False
2016-09-10,28,False
2016-09-11,0,False
2016-09-12,24,False
2016-09-13,48,False
2016-09-14,24,False
2016-09-15,24,False
2016-09-16,0,False
2016-09-17,0,False
2016-09-18,0,False
2016-09-19,0,False
2016-09-20,23,False
2016-09-21,24,False
2016-09-22,0,False
2016-09-23,24,False
2016-09-24,28,False
2016-09-25,0,False
2016-09-26,0,False
2016-09-27,0,False
2016-09-28,0,False
2016-09-29,0,False
2016-09-30,0,False
