date,TXN stock,isPartial
2013-02-01,67,False
2013-02-02,0,False
2013-02-03,0,False
2013-02-04,63,False
2013-02-05,64,False
2013-02-06,63,False
2013-02-07,64,False
2013-02-08,100,False
2013-02-09,77,False
2013-02-10,0,False
2013-02-11,97,False
2013-02-12,99,False
2013-02-13,63,False
2013-02-14,66,False
2013-02-15,67,False
2013-02-16,75,False
2013-02-17,0,False
2013-02-18,63,False
2013-02-19,63,False
2013-02-20,63,False
2013-02-21,63,False
2013-02-22,0,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,61,False
2013-02-26,61,False
2013-02-27,94,False
2013-02-28,63,False
