date,AMZN stock,isPartial
2018-01-01,6,False
2018-01-02,37,False
2018-01-03,43,False
2018-01-04,47,False
2018-01-05,50,False
2018-01-06,20,False
2018-01-07,6,False
2018-01-08,41,False
2018-01-09,44,False
2018-01-10,48,False
2018-01-11,52,False
2018-01-12,67,False
2018-01-13,13,False
2018-01-14,7,False
2018-01-15,17,False
2018-01-16,46,False
2018-01-17,45,False
2018-01-18,54,False
2018-01-19,43,False
2018-01-20,16,False
2018-01-21,8,False
2018-01-22,45,False
2018-01-23,68,False
2018-01-24,56,False
2018-01-25,51,False
2018-01-26,65,False
2018-01-27,20,False
2018-01-28,14,False
2018-01-29,71,False
2018-01-30,88,False
2018-01-31,100,False
