date,GRMN stock,isPartial
2017-03-01,93,False
2017-03-02,94,False
2017-03-03,100,False
2017-03-04,54,False
2017-03-05,0,False
2017-03-06,46,False
2017-03-07,46,False
2017-03-08,0,False
2017-03-09,0,False
2017-03-10,50,False
2017-03-11,0,False
2017-03-12,0,False
2017-03-13,45,False
2017-03-14,48,False
2017-03-15,0,False
2017-03-16,49,False
2017-03-17,0,False
2017-03-18,0,False
2017-03-19,56,False
2017-03-20,49,False
2017-03-21,0,False
2017-03-22,48,False
2017-03-23,0,False
2017-03-24,0,False
2017-03-25,0,False
2017-03-26,56,False
2017-03-27,0,False
2017-03-28,0,False
2017-03-29,0,False
2017-03-30,49,False
2017-03-31,51,False
