date,AMZN stock,isPartial
2014-07-01,18,False
2014-07-02,14,False
2014-07-03,18,False
2014-07-04,4,False
2014-07-05,5,False
2014-07-06,2,False
2014-07-07,16,False
2014-07-08,25,False
2014-07-09,14,False
2014-07-10,8,False
2014-07-11,16,False
2014-07-12,12,False
2014-07-13,7,False
2014-07-14,23,False
2014-07-15,29,False
2014-07-16,22,False
2014-07-17,8,False
2014-07-18,25,False
2014-07-19,7,False
2014-07-20,5,False
2014-07-21,23,False
2014-07-22,19,False
2014-07-23,18,False
2014-07-24,36,False
2014-07-25,100,False
2014-07-26,12,False
2014-07-27,12,False
2014-07-28,20,False
2014-07-29,30,False
2014-07-30,24,False
2014-07-31,24,False
