date,AMZN stock,isPartial
2017-03-01,89,False
2017-03-02,73,False
2017-03-03,51,False
2017-03-04,12,False
2017-03-05,18,False
2017-03-06,69,False
2017-03-07,51,False
2017-03-08,63,False
2017-03-09,55,False
2017-03-10,66,False
2017-03-11,18,False
2017-03-12,19,False
2017-03-13,55,False
2017-03-14,55,False
2017-03-15,60,False
2017-03-16,50,False
2017-03-17,48,False
2017-03-18,14,False
2017-03-19,10,False
2017-03-20,44,False
2017-03-21,73,False
2017-03-22,45,False
2017-03-23,37,False
2017-03-24,50,False
2017-03-25,10,False
2017-03-26,14,False
2017-03-27,35,False
2017-03-28,48,False
2017-03-29,84,False
2017-03-30,100,False
2017-03-31,97,False
