date,AAPL stock,isPartial
2017-04-01,17,False
2017-04-02,10,False
2017-04-03,70,False
2017-04-04,66,False
2017-04-05,84,False
2017-04-06,72,False
2017-04-07,68,False
2017-04-08,24,False
2017-04-09,8,False
2017-04-10,62,False
2017-04-11,54,False
2017-04-12,64,False
2017-04-13,56,False
2017-04-14,32,False
2017-04-15,11,False
2017-04-16,11,False
2017-04-17,60,False
2017-04-18,76,False
2017-04-19,78,False
2017-04-20,64,False
2017-04-21,66,False
2017-04-22,17,False
2017-04-23,6,False
2017-04-24,66,False
2017-04-25,100,False
2017-04-26,59,False
2017-04-27,63,False
2017-04-28,73,False
2017-04-29,16,False
2017-04-30,12,False
