date,TSLA stock,isPartial
2013-11-01,32,False
2013-11-02,10,False
2013-11-03,13,False
2013-11-04,42,False
2013-11-05,92,False
2013-11-06,100,False
2013-11-07,95,False
2013-11-08,80,False
2013-11-09,16,False
2013-11-10,12,False
2013-11-11,49,False
2013-11-12,58,False
2013-11-13,53,False
2013-11-14,42,False
2013-11-15,45,False
2013-11-16,10,False
2013-11-17,5,False
2013-11-18,53,False
2013-11-19,78,False
2013-11-20,56,False
2013-11-21,58,False
2013-11-22,46,False
2013-11-23,12,False
2013-11-24,10,False
2013-11-25,33,False
2013-11-26,31,False
2013-11-27,41,False
2013-11-28,17,False
2013-11-29,31,False
2013-11-30,13,False
