date,AAPL stock,isPartial
2014-02-01,36,False
2014-02-02,13,False
2014-02-03,64,False
2014-02-04,62,False
2014-02-05,74,False
2014-02-06,64,False
2014-02-07,84,False
2014-02-08,24,False
2014-02-09,22,False
2014-02-10,80,False
2014-02-11,82,False
2014-02-12,85,False
2014-02-13,100,False
2014-02-14,81,False
2014-02-15,17,False
2014-02-16,7,False
2014-02-17,42,False
2014-02-18,60,False
2014-02-19,60,False
2014-02-20,68,False
2014-02-21,58,False
2014-02-22,17,False
2014-02-23,22,False
2014-02-24,61,False
2014-02-25,68,False
2014-02-26,86,False
2014-02-27,81,False
2014-02-28,70,False
