date,INTC stock,isPartial
2016-11-01,48,False
2016-11-02,44,False
2016-11-03,30,False
2016-11-04,45,False
2016-11-05,8,False
2016-11-06,15,False
2016-11-07,62,False
2016-11-08,46,False
2016-11-09,100,False
2016-11-10,75,False
2016-11-11,21,False
2016-11-12,12,False
2016-11-13,7,False
2016-11-14,40,False
2016-11-15,23,False
2016-11-16,60,False
2016-11-17,50,False
2016-11-18,24,False
2016-11-19,23,False
2016-11-20,7,False
2016-11-21,29,False
2016-11-22,49,False
2016-11-23,46,False
2016-11-24,10,False
2016-11-25,28,False
2016-11-26,19,False
2016-11-27,14,False
2016-11-28,25,False
2016-11-29,44,False
2016-11-30,41,False
