date,EBAY stock,isPartial
2013-10-01,79,False
2013-10-02,79,False
2013-10-03,93,False
2013-10-04,71,False
2013-10-05,52,False
2013-10-06,51,False
2013-10-07,69,False
2013-10-08,79,False
2013-10-09,84,False
2013-10-10,77,False
2013-10-11,89,False
2013-10-12,62,False
2013-10-13,76,False
2013-10-14,73,False
2013-10-15,93,False
2013-10-16,98,False
2013-10-17,100,False
2013-10-18,95,False
2013-10-19,60,False
2013-10-20,62,False
2013-10-21,98,False
2013-10-22,84,False
2013-10-23,88,False
2013-10-24,94,False
2013-10-25,83,False
2013-10-26,62,False
2013-10-27,74,False
2013-10-28,64,False
2013-10-29,86,False
2013-10-30,88,False
2013-10-31,59,False
