date,EBAY stock,isPartial
2015-04-01,54,False
2015-04-02,53,False
2015-04-03,67,False
2015-04-04,42,False
2015-04-05,27,False
2015-04-06,64,False
2015-04-07,70,False
2015-04-08,49,False
2015-04-09,47,False
2015-04-10,63,False
2015-04-11,41,False
2015-04-12,52,False
2015-04-13,57,False
2015-04-14,62,False
2015-04-15,62,False
2015-04-16,69,False
2015-04-17,62,False
2015-04-18,40,False
2015-04-19,65,False
2015-04-20,80,False
2015-04-21,64,False
2015-04-22,89,False
2015-04-23,100,False
2015-04-24,63,False
2015-04-25,50,False
2015-04-26,43,False
2015-04-27,48,False
2015-04-28,70,False
2015-04-29,55,False
2015-04-30,62,False
