date,PEP stock,isPartial
2016-05-01,33,False
2016-05-02,72,False
2016-05-03,28,False
2016-05-04,43,False
2016-05-05,74,False
2016-05-06,61,False
2016-05-07,67,False
2016-05-08,0,False
2016-05-09,58,False
2016-05-10,57,False
2016-05-11,56,False
2016-05-12,43,False
2016-05-13,44,False
2016-05-14,33,False
2016-05-15,0,False
2016-05-16,100,False
2016-05-17,42,False
2016-05-18,84,False
2016-05-19,72,False
2016-05-20,75,False
2016-05-21,34,False
2016-05-22,33,False
2016-05-23,0,False
2016-05-24,29,False
2016-05-25,29,False
2016-05-26,75,False
2016-05-27,30,False
2016-05-28,67,False
2016-05-29,33,False
2016-05-30,30,False
2016-05-31,56,False
