date,HD stock,isPartial
2013-01-01,49,False
2013-01-02,43,False
2013-01-03,84,False
2013-01-04,47,False
2013-01-05,53,False
2013-01-06,53,False
2013-01-07,91,False
2013-01-08,98,False
2013-01-09,81,False
2013-01-10,65,False
2013-01-11,68,False
2013-01-12,29,False
2013-01-13,38,False
2013-01-14,44,False
2013-01-15,47,False
2013-01-16,44,False
2013-01-17,81,False
2013-01-18,100,False
2013-01-19,66,False
2013-01-20,61,False
2013-01-21,35,False
2013-01-22,82,False
2013-01-23,76,False
2013-01-24,84,False
2013-01-25,75,False
2013-01-26,62,False
2013-01-27,51,False
2013-01-28,39,False
2013-01-29,59,False
2013-01-30,63,False
2013-01-31,96,False
