date,EBAY stock,isPartial
2016-12-01,77,False
2016-12-02,85,False
2016-12-03,57,False
2016-12-04,68,False
2016-12-05,86,False
2016-12-06,86,False
2016-12-07,87,False
2016-12-08,100,False
2016-12-09,81,False
2016-12-10,50,False
2016-12-11,61,False
2016-12-12,91,False
2016-12-13,84,False
2016-12-14,80,False
2016-12-15,68,False
2016-12-16,83,False
2016-12-17,71,False
2016-12-18,66,False
2016-12-19,80,False
2016-12-20,64,False
2016-12-21,83,False
2016-12-22,69,False
2016-12-23,67,False
2016-12-24,59,False
2016-12-25,55,False
2016-12-26,66,False
2016-12-27,88,False
2016-12-28,72,False
2016-12-29,66,False
2016-12-30,68,False
2016-12-31,53,False
