date,PHG stock,isPartial
2016-04-01,0,False
2016-04-02,0,False
2016-04-03,0,False
2016-04-04,47,False
2016-04-05,47,False
2016-04-06,0,False
2016-04-07,47,False
2016-04-08,100,False
2016-04-09,0,False
2016-04-10,0,False
2016-04-11,0,False
2016-04-12,94,False
2016-04-13,0,False
2016-04-14,48,False
2016-04-15,50,False
2016-04-16,0,False
2016-04-17,0,False
2016-04-18,0,False
2016-04-19,0,False
2016-04-20,48,False
2016-04-21,49,False
2016-04-22,0,False
2016-04-23,0,False
2016-04-24,0,False
2016-04-25,70,False
2016-04-26,46,False
2016-04-27,48,False
2016-04-28,0,False
2016-04-29,0,False
2016-04-30,0,False
