date,FB stock,isPartial
2015-05-01,100,False
2015-05-02,35,False
2015-05-03,25,False
2015-05-04,78,False
2015-05-05,81,False
2015-05-06,72,False
2015-05-07,59,False
2015-05-08,70,False
2015-05-09,37,False
2015-05-10,20,False
2015-05-11,58,False
2015-05-12,69,False
2015-05-13,54,False
2015-05-14,66,False
2015-05-15,86,False
2015-05-16,36,False
2015-05-17,21,False
2015-05-18,58,False
2015-05-19,64,False
2015-05-20,69,False
2015-05-21,64,False
2015-05-22,57,False
2015-05-23,34,False
2015-05-24,18,False
2015-05-25,16,False
2015-05-26,46,False
2015-05-27,73,False
2015-05-28,68,False
2015-05-29,60,False
2015-05-30,24,False
2015-05-31,28,False
