date,MRVL stock,isPartial
2017-05-01,36,False
2017-05-02,20,False
2017-05-03,30,False
2017-05-04,47,False
2017-05-05,35,False
2017-05-06,0,False
2017-05-07,0,False
2017-05-08,20,False
2017-05-09,20,False
2017-05-10,80,False
2017-05-11,20,False
2017-05-12,35,False
2017-05-13,47,False
2017-05-14,24,False
2017-05-15,63,False
2017-05-16,21,False
2017-05-17,43,False
2017-05-18,22,False
2017-05-19,22,False
2017-05-20,0,False
2017-05-21,0,False
2017-05-22,21,False
2017-05-23,52,False
2017-05-24,43,False
2017-05-25,95,False
2017-05-26,100,False
2017-05-27,39,False
2017-05-28,0,False
2017-05-29,0,False
2017-05-30,91,False
2017-05-31,94,False
