date,SBUX stock,isPartial
2012-08-01,95,False
2012-08-02,72,False
2012-08-03,56,False
2012-08-04,44,False
2012-08-05,44,False
2012-08-06,35,False
2012-08-07,47,False
2012-08-08,59,False
2012-08-09,48,False
2012-08-10,62,False
2012-08-11,44,False
2012-08-12,43,False
2012-08-13,94,False
2012-08-14,88,False
2012-08-15,73,False
2012-08-16,36,False
2012-08-17,100,False
2012-08-18,44,False
2012-08-19,0,False
2012-08-20,85,False
2012-08-21,83,False
2012-08-22,53,False
2012-08-23,0,False
2012-08-24,74,False
2012-08-25,43,False
2012-08-26,42,False
2012-08-27,91,False
2012-08-28,34,False
2012-08-29,92,False
2012-08-30,58,False
2012-08-31,72,False
