date,DIS stock,isPartial
2018-12-01,19,False
2018-12-02,14,False
2018-12-03,85,False
2018-12-04,94,False
2018-12-05,36,False
2018-12-06,74,False
2018-12-07,76,False
2018-12-08,24,False
2018-12-09,16,False
2018-12-10,100,False
2018-12-11,99,False
2018-12-12,75,False
2018-12-13,84,False
2018-12-14,72,False
2018-12-15,17,False
2018-12-16,21,False
2018-12-17,69,False
2018-12-18,58,False
2018-12-19,80,False
2018-12-20,81,False
2018-12-21,80,False
2018-12-22,29,False
2018-12-23,38,False
2018-12-24,75,False
2018-12-25,31,False
2018-12-26,83,False
2018-12-27,99,False
2018-12-28,84,False
2018-12-29,41,False
2018-12-30,24,False
2018-12-31,82,False
