date,CTSH stock,isPartial
2014-06-01,40,False
2014-06-02,99,False
2014-06-03,97,False
2014-06-04,33,False
2014-06-05,34,False
2014-06-06,71,False
2014-06-07,41,False
2014-06-08,0,False
2014-06-09,51,False
2014-06-10,69,False
2014-06-11,88,False
2014-06-12,34,False
2014-06-13,52,False
2014-06-14,41,False
2014-06-15,0,False
2014-06-16,50,False
2014-06-17,100,False
2014-06-18,45,False
2014-06-19,52,False
2014-06-20,36,False
2014-06-21,0,False
2014-06-22,0,False
2014-06-23,34,False
2014-06-24,50,False
2014-06-25,50,False
2014-06-26,34,False
2014-06-27,83,False
2014-06-28,0,False
2014-06-29,41,False
2014-06-30,34,False
