date,SIRI stock,isPartial
2014-10-01,53,False
2014-10-02,49,False
2014-10-03,68,False
2014-10-04,27,False
2014-10-05,17,False
2014-10-06,62,False
2014-10-07,87,False
2014-10-08,67,False
2014-10-09,92,False
2014-10-10,71,False
2014-10-11,35,False
2014-10-12,17,False
2014-10-13,71,False
2014-10-14,38,False
2014-10-15,100,False
2014-10-16,62,False
2014-10-17,70,False
2014-10-18,52,False
2014-10-19,42,False
2014-10-20,85,False
2014-10-21,89,False
2014-10-22,38,False
2014-10-23,67,False
2014-10-24,90,False
2014-10-25,34,False
2014-10-26,25,False
2014-10-27,75,False
2014-10-28,75,False
2014-10-29,52,False
2014-10-30,43,False
2014-10-31,71,False
