date,HAS stock,isPartial
2016-05-01,87,False
2016-05-02,100,False
2016-05-03,89,False
2016-05-04,79,False
2016-05-05,78,False
2016-05-06,79,False
2016-05-07,59,False
2016-05-08,48,False
2016-05-09,73,False
2016-05-10,72,False
2016-05-11,68,False
2016-05-12,64,False
2016-05-13,48,False
2016-05-14,45,False
2016-05-15,37,False
2016-05-16,55,False
2016-05-17,47,False
2016-05-18,55,False
2016-05-19,48,False
2016-05-20,47,False
2016-05-21,41,False
2016-05-22,33,False
2016-05-23,47,False
2016-05-24,43,False
2016-05-25,53,False
2016-05-26,58,False
2016-05-27,44,False
2016-05-28,33,False
2016-05-29,39,False
2016-05-30,41,False
2016-05-31,56,False
