date,KO stock,isPartial
2018-06-01,64,False
2018-06-02,23,False
2018-06-03,34,False
2018-06-04,55,False
2018-06-05,61,False
2018-06-06,94,False
2018-06-07,48,False
2018-06-08,84,False
2018-06-09,15,False
2018-06-10,23,False
2018-06-11,62,False
2018-06-12,59,False
2018-06-13,100,False
2018-06-14,67,False
2018-06-15,57,False
2018-06-16,19,False
2018-06-17,22,False
2018-06-18,92,False
2018-06-19,82,False
2018-06-20,80,False
2018-06-21,61,False
2018-06-22,66,False
2018-06-23,18,False
2018-06-24,15,False
2018-06-25,44,False
2018-06-26,53,False
2018-06-27,54,False
2018-06-28,84,False
2018-06-29,69,False
2018-06-30,29,False
