date,MCD stock,isPartial
2014-05-01,65,False
2014-05-02,17,False
2014-05-03,19,False
2014-05-04,19,False
2014-05-05,54,False
2014-05-06,24,False
2014-05-07,42,False
2014-05-08,70,False
2014-05-09,67,False
2014-05-10,32,False
2014-05-11,31,False
2014-05-12,94,False
2014-05-13,47,False
2014-05-14,32,False
2014-05-15,75,False
2014-05-16,66,False
2014-05-17,46,False
2014-05-18,19,False
2014-05-19,43,False
2014-05-20,48,False
2014-05-21,35,False
2014-05-22,100,False
2014-05-23,55,False
2014-05-24,29,False
2014-05-25,43,False
2014-05-26,18,False
2014-05-27,69,False
2014-05-28,35,False
2014-05-29,90,False
2014-05-30,62,False
2014-05-31,33,False
